item_id,role,path,sha256,source_repo,source_commit,target_cr,notes
qp075_summary.json,qp075_terminal_source,C:/VS/quantum_phase/artifacts/qp075/qp075_summary.json,3711b1457165b6a748767b809e83b64429acc8a57702e2628b613f780a5dae9d,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR062a;CR063a;CR064a,QP075 current terminal particle closure source
qp075_campaign_closure_summary_table.csv,qp075_terminal_source,C:/VS/quantum_phase/artifacts/qp075/qp075_campaign_closure_summary_table.csv,8f761b01837165c3cbdc44e2c70e656e43d7eb90dcf2fd0c9d39336df49ce43f,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR062a;CR063a;CR064a,QP075 current terminal particle closure source
qp075_role_operator_closure_table.csv,qp075_terminal_source,C:/VS/quantum_phase/artifacts/qp075/qp075_role_operator_closure_table.csv,3190df06e7ff3bfd8a166b8554b2a2578542715566377df2df285b83e2c67d78,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR062a;CR063a;CR064a,QP075 current terminal particle closure source
qp075_decision_table.csv,qp075_terminal_source,C:/VS/quantum_phase/artifacts/qp075/qp075_decision_table.csv,d111bf2dfb9857f820ec945693edc997d5853b3437b6aa4b533f41e8fc1aa23e,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR062a;CR063a;CR064a,QP075 current terminal particle closure source
qp075_preflight.md,qp075_terminal_source,C:/VS/quantum_phase/artifacts/qp075/qp075_preflight.md,6edae80f27b5329c48d9a20005a7c23e0b75f2146246b8eb221ae9c77825c70a,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR062a;CR063a;CR064a,QP075 current terminal particle closure source
qp075_next_frontier.csv,qp075_terminal_source,C:/VS/quantum_phase/artifacts/qp075/qp075_next_frontier.csv,512a2f78a6d5b2a458d79e1f9ff45493a8dc923569e12c70c8b6a400f7826343,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR062a;CR063a;CR064a,QP075 current terminal particle closure source
qp075_schema.csv,qp075_terminal_source,C:/VS/quantum_phase/artifacts/qp075/qp075_schema.csv,e4b0c5d3fbcb239e8fdb449b27c0b73b34ad449e8cb3e3051d795e83bde809b0,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR062a;CR063a;CR064a,QP075 current terminal particle closure source
G616c_summary.json,public_support_artifact,C:/VS/Stam_model-A-v1.0/tests/Substrate/G616c_PARAMETER_FREE_MASS_CHAIN_CONSOLIDATION/G616c_summary.json,77c4066abe19a001aeea776302a72ce540a6067e28617491d7b2511d83997c6d,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR064a,Public SAM support layer for particle chain provenance
QGA044_summary.json,public_support_artifact,C:/VS/Stam_model-A-v1.0/tests/Substrate/QGA044_MASS_CHAIN_TO_STANDING_MODE_FAMILY_SELECTOR/QGA044_summary.json,8f6c5ec9dcb13b2559135d5eef1d05d3dbb5c30453fafa2fd74f6f43ff961815,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR064a,Public SAM support layer for particle chain provenance
QGA055_summary.json,public_support_artifact,C:/VS/Stam_model-A-v1.0/tests/Substrate/QGA055_FULL_STRICT_PARTICLE_LEDGER_FROM_NATIVE_ROW_READOUTS/QGA055_summary.json,d30adad52033964cf011ccb2d62274fabd0937cf524d0db971e6eb1f82d40013,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR064a,Public SAM support layer for particle chain provenance
QGA057_summary.json,public_support_artifact,C:/VS/Stam_model-A-v1.0/tests/Substrate/QGA057_TOP_AUDIT_STRICTNESS_RESOLUTION_SELECTOR/QGA057_summary.json,f5f461e568af5dc2fb280d824167dc3be574da6079258e6d5a580b06fcd46822,,local_snapshot_2026_06_13,CR059a;CR060a;CR061a;CR064a,Public SAM support layer for particle chain provenance
