coefficient,value_u,value_MeV
c_V,0.008634988633245941,8.04344098633233
c_S,0.019626423914081783,18.281898127562034
c_C,0.0007419551766757306,0.6911268713334322
c_A,0.0007750371939655975,0.7219425753350996
c_P,0.0037517262866473317,3.494710909906076
train_RMS_MeV,0.0029264501054877073,2.725971014288186
test_RMS_MeV,0.0037808045703346146,3.5217971596692754
train_R2,0.9945784567542855,0.9945784567542855
test_R2,0.9850208026171603,0.9850208026171603
