scenario_id,door,seed,anchor,p_level,geometry,view_id,n_x,n_y,n_z,carrier_count,preprojection_trace_relative_error,source_trace_relative_error,normalized_pixel_raw_power
REF_0008,discovery,910001,low_drive,3,dispersed_slots,body_ppp,0.5773502691896258,0.5773502691896258,0.5773502691896258,1008,3.3619202268063094e-08,0.0,7012.993549315877
REF_0008,discovery,910001,low_drive,3,dispersed_slots,body_ppm,0.5773502691896258,0.5773502691896258,-0.5773502691896258,1008,3.3619202268063094e-08,0.0,18150.24507668509
REF_0008,discovery,910001,low_drive,3,dispersed_slots,body_pmp,0.5773502691896258,-0.5773502691896258,0.5773502691896258,1008,3.3619202268063094e-08,0.0,23574.501101489142
REF_0008,discovery,910001,low_drive,3,dispersed_slots,body_mpp,-0.5773502691896258,0.5773502691896258,0.5773502691896258,1008,3.3619202268063094e-08,0.0,11717.072144164653
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,axis_x,1.0,0.0,0.0,252,1.30567295012806e-08,0.0,72279.61314281536
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,axis_y,0.0,1.0,0.0,252,1.30567295012806e-08,0.0,31080.862290568297
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,axis_z,0.0,0.0,1.0,252,1.30567295012806e-08,0.0,103808.33698223296
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,face_xy_p,0.7071067811865475,0.7071067811865475,0.0,252,1.30567295012806e-08,0.0,25743.92920261494
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,face_xy_m,0.7071067811865475,-0.7071067811865475,0.0,252,1.30567295012806e-08,0.0,109504.90341065894
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,face_xz_p,0.7071067811865475,0.0,0.7071067811865475,252,1.30567295012806e-08,0.0,1288.3061732837464
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,face_xz_m,0.7071067811865475,0.0,-0.7071067811865475,252,1.30567295012806e-08,0.0,185336.12226928072
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,face_yz_p,0.0,0.7071067811865475,0.7071067811865475,252,1.30567295012806e-08,0.0,63934.682590625125
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,face_yz_m,0.0,0.7071067811865475,-0.7071067811865475,252,1.30567295012806e-08,0.0,102090.3704257384
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,body_ppp,0.5773502691896258,0.5773502691896258,0.5773502691896258,252,1.30567295012806e-08,0.0,22019.888866286492
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,body_ppm,0.5773502691896258,0.5773502691896258,-0.5773502691896258,252,1.30567295012806e-08,0.0,111559.19275877242
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,body_pmp,0.5773502691896258,-0.5773502691896258,0.5773502691896258,252,1.30567295012806e-08,0.0,51761.818389080974
REF_0009,discovery,910002,low_drive,0,localized_ledger_cells,body_mpp,-0.5773502691896258,0.5773502691896258,0.5773502691896258,252,1.30567295012806e-08,0.0,156271.46253198775
REF_0010,discovery,910002,low_drive,0,dispersed_slots,axis_x,1.0,0.0,0.0,252,1.3313160830534882e-08,0.0,76411.25341346812
REF_0010,discovery,910002,low_drive,0,dispersed_slots,axis_y,0.0,1.0,0.0,252,1.3313160830534882e-08,0.0,25229.89994965112
REF_0010,discovery,910002,low_drive,0,dispersed_slots,axis_z,0.0,0.0,1.0,252,1.3313160830534882e-08,0.0,149004.05341400247
REF_0010,discovery,910002,low_drive,0,dispersed_slots,face_xy_p,0.7071067811865475,0.7071067811865475,0.0,252,1.3313160830534882e-08,0.0,42723.653499427455
REF_0010,discovery,910002,low_drive,0,dispersed_slots,face_xy_m,0.7071067811865475,-0.7071067811865475,0.0,252,1.3313160830534882e-08,0.0,34140.63245504611
REF_0010,discovery,910002,low_drive,0,dispersed_slots,face_xz_p,0.7071067811865475,0.0,0.7071067811865475,252,1.3313160830534882e-08,0.0,51414.181372246254
REF_0010,discovery,910002,low_drive,0,dispersed_slots,face_xz_m,0.7071067811865475,0.0,-0.7071067811865475,252,1.3313160830534882e-08,0.0,161796.35190114228
REF_0010,discovery,910002,low_drive,0,dispersed_slots,face_yz_p,0.0,0.7071067811865475,0.7071067811865475,252,1.3313160830534882e-08,0.0,44463.41115920854
REF_0010,discovery,910002,low_drive,0,dispersed_slots,face_yz_m,0.0,0.7071067811865475,-0.7071067811865475,252,1.3313160830534882e-08,0.0,143156.44538226307
REF_0010,discovery,910002,low_drive,0,dispersed_slots,body_ppp,0.5773502691896258,0.5773502691896258,0.5773502691896258,252,1.3313160830534882e-08,0.0,7908.203637086424
REF_0010,discovery,910002,low_drive,0,dispersed_slots,body_ppm,0.5773502691896258,0.5773502691896258,-0.5773502691896258,252,1.3313160830534882e-08,0.0,152516.28232964876
REF_0010,discovery,910002,low_drive,0,dispersed_slots,body_pmp,0.5773502691896258,-0.5773502691896258,0.5773502691896258,252,1.3313160830534882e-08,0.0,95595.52431295028
REF_0010,discovery,910002,low_drive,0,dispersed_slots,body_mpp,-0.5773502691896258,0.5773502691896258,0.5773502691896258,252,1.3313160830534882e-08,0.0,57199.60961433504
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,axis_x,1.0,0.0,0.0,378,5.254034789845041e-09,0.0,30479.988326309605
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,axis_y,0.0,1.0,0.0,378,5.254034789845041e-09,0.0,8417.077459304313
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,axis_z,0.0,0.0,1.0,378,5.254034789845041e-09,0.0,89181.31295597588
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,face_xy_p,0.7071067811865475,0.7071067811865475,0.0,378,5.254034789845041e-09,0.0,43531.15900593687
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,face_xy_m,0.7071067811865475,-0.7071067811865475,0.0,378,5.254034789845041e-09,0.0,23074.405243258316
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,face_xz_p,0.7071067811865475,0.0,0.7071067811865475,378,5.254034789845041e-09,0.0,23219.46634553114
REF_0011,discovery,910002,low_drive,1,localized_ledger_cells,face_xz_m,0.7071067811865475,0.0,-0.7071067811865475,378,5.254034789845041e-09,0.0,96429.83416280871
