field,value,count
matter_gate_reason,PASS_BOUND_COMPOSITE_MATTER,63
matter_gate_reason,PASS_STABLE_SINGLE_WRITE_MATTER,63
matter_gate_reason,REJECT_BIN_antimatter_conjugate_rows,41
matter_gate_reason,REJECT_NOT_MATTER_ALLOWED,36
matter_gate_reason,REJECT_STABILITY_SELECTOR_OPEN_OR_HEAVY,118
