source,exists,bytes,sha256,role
09a_PARTICLE_MASS_CHAIN/CR119_PARTICLE_MATTER_PERIODIC_VAULT_REVEAL/CR119_courtroom_matter_table.csv,True,121192,e3e48eba9aa81b11447cb76720912a7ed92c7e13844dfab7f94a2e66a79b7b0d,formal_126_promoted_particle_surface
09a_PARTICLE_MASS_CHAIN/CR119_PARTICLE_MATTER_PERIODIC_VAULT_REVEAL/CR119_courtroom_particle_table.csv,True,305303,5b937d284d6c0b93a5f875acc5fbf63780fd924c90202743865d845fb1d1fc42,321_particle_candidate_parent_table
09a_PARTICLE_MASS_CHAIN/CR119_PARTICLE_MATTER_PERIODIC_VAULT_REVEAL/source_copies/latest_table_counts.csv,True,320,317beedbcf11ad05dc961daa04ef00ba5e467ddbc36209459707c1da07670752,source_count_scope
09a_PARTICLE_MASS_CHAIN/CR119_PARTICLE_MATTER_PERIODIC_VAULT_REVEAL/source_copies/latest_table_export_summary.json,True,1799,2b938729cc73b3c01d7400468caab4d811e9d5bf95edef22f52157b340be99dc,source_export_summary
