wc_id,perturbation,Q_anchor,mu_Q,rms_eps_lane_a,max_eps_lane_a,frac_lt_0p01,rms_ratio_vs_canonical
WC1,R=10,5823/16,64/1941,0.18933676906908295,0.9803818616111244,0.22448979591836735,0.9992444915523341
WC2,R=11,3235/8,96/3235,0.18941550359313708,0.9807908201783131,0.22448979591836735,0.9996600211921548
WC3,R=13,1941/4,16/647,0.18953360538477088,0.9814042580290961,0.22448979591836735,1.00028331568119
WC4,S=7,21791/32,384/21791,0.1896432121099622,0.9819735712406192,0.22448979591836735,1.0008617765735095
WC5,S=9,9009/32,128/3003,0.18921939704017463,0.9797722141966119,0.22448979591836735,0.9986250484619845
WC6,shuffled_N(Z) seed=20260621,7121/16,192/7121,0.19500883014991757,1.0201423285148923,0.20408163265306123,1.0291793838537042
WC7,shuffled_Q seed=20260621,49831/96,1152/49831,4.995491478403072,19.468667479873496,0.0,26.364225854987403
WC8,monotone_random_ladder seed=20260621,774820626255011/549755813888,6597069766656/774820626255011,0.3847120150809306,0.7729356624348801,0.02040816326530612,2.030357673228042
WC9,A=Z+N baseline,12,1,0.0020244110920340556,0.007764276358494438,1.0,0.01068404009584842
