source,exists,bytes,sha256,role,construction_role
09a_PARTICLE_MASS_CHAIN/CR228_REVEAL_LAYER_SOB_FORMULA_WORKBOOK/CR228_PRECOMMIT.md,True,1269,a05f6f74be0e07b86b0f8fbef65158069567b74e9cf0537e2a1893cd3a80abbc,precommit declaration,TASK_DECLARATION
09a_PARTICLE_MASS_CHAIN/CR228_REVEAL_LAYER_SOB_FORMULA_WORKBOOK/CR228_runner.py,True,25984,c3f60321393602112e376d0bdee267412348a714898d2d52f21311f7ca4477e9,reproducible reveal workbook runner,EXECUTION_SCRIPT
09a_PARTICLE_MASS_CHAIN/CR227_NO_FREE_INPUT_SOB_FORMULA_WORKBOOK/CR227_no_free_input_sob_formula_workbook.xlsx,True,67722,4a681da225ff94122c7167c3e852df6d636cd61b925297e39f76be45c160a020,sealed no-free-input prediction workbook,PREDICTION_SEAL_REFERENCE_ONLY
09a_PARTICLE_MASS_CHAIN/CR119_PARTICLE_MATTER_PERIODIC_VAULT_REVEAL/CR119_courtroom_periodic_table.csv,True,104295,78c410ec3364845bb9ebd22e33a1e0bf6c9833dd1323d6f2df27f9f49c49d53a,downstream symbol/name reveal,REVEAL_ONLY_AFTER_PREDICTION_SEAL
09a_PARTICLE_MASS_CHAIN/CR220_PARTICLE_COUNT_STABILITY_SIMULATION/CR220_simulated_element_primary_rows_126.csv,True,126533,1742f16de8dd78249851fffa39158f8e3ec8eb8f337161cc959577108fdf4fdb,HH001/CLOCK comparator,REVEAL_COMPARATOR_ONLY_AFTER_PREDICTION_SEAL
C:\VS\quantum_phase\artifacts\qp061\qp061_observed_roster_normalized.csv,True,596794,6aba747d80c3cd18a8b29961d9dfab62798f0f6214198896d9408338d8fc06dc,downstream isotope mass reveal,REVEAL_ONLY_AFTER_PREDICTION_SEAL
09a_PARTICLE_MASS_CHAIN/CR226_VAULTED_SOB_CARD_GENERATION_FREEZE_REVEAL/CR226_summary.json,True,3960,a5905f3d194036b0c63a48bfbaead16a1b00768ce309acc37e7a196b97eb6c18,vault card generation verification reference,VERIFICATION_ONLY
09a_PARTICLE_MASS_CHAIN/CR227_NO_FREE_INPUT_SOB_FORMULA_WORKBOOK/CR227_summary.json,True,1344,1404282d469a960874d22ebe1e927f3be582bb4e9e8f6b699024357ad7ec0ccc,prediction workbook verification reference,VERIFICATION_ONLY
